id,text,class
383,i need to pick up before i go out today. i feel kina shitty i need some adderall cause it always kept me up &amp;amp; cleaning. now somw coffee.,0
384,"all my senior friends are leaving, so im gonna swim in the bliss that is klonopin",0
385,when u wake up after a long night of xanax and you find out your ashcatcher got broke smh,0
386,i stopped because i started eating xanax and forgot to do everything i was doing besides eat xanax and listen to visual kei,0
387,<user> eh took a shot and passing <number> stones high on morphine lmao,0
388,<user> son if i could just chug laudanum i would. i miss living with my mom who would just feed me hydrocodone when i needed it,0
389,<user> the first time i did adderall i drank six bottles of water and designed word games,0
390,me wired on adderall and desperately bouncing my leg under the table at this dinner: uh yea this. <repeat>salad is really <allcaps> good extremely good tha k u haha,0
391,ìi did coke in the morning and took morphine in the eveningî,0
392,"jus popped a hydrocodone , iíll sleep great",0
393,i took a bar and a half then forgot where i put the other half. fuckin xanax dude,0
394,o <elong> the levels of morphine are kicking. <repeat>i love this right now. i love i said i love this feeling. iím too fucked to type oh pity i invite you to join the party but iím too fucked even for that to pity you want a drink? pity says ye. xd,0
395,quitting cigarettes has inadvertently made me quit most drugs simply because its reaaal <allcaps> fuckin hard to do coke or take adderall without smoking <number> god damn cigarettes so cheers to that i guess,0
396,that moment when adderall becomes the gateway to passing class. <repeat>,0
397,i wish someone would shove vyvanse down my throat,0
398,you mean i can get adderall and a zombie kit in one place! <repeat> the back of that van is my new favorite store! <hashtag> fargo,0
399,"my mom says i need to clean more, i totally agree. <repeat>prescribe me to adderall and i'll clean the house daily",0
400,happy pills and adderall <hashtag> collegefreshmanadvice,0
401,just found some ambien in my dresser and thought it was adderall ?? . <repeat>that woulda made for an interesting day at work,0
402,pop an adderall and catch up ??,0
403,currently in a mac miller and adderall sandwhich  ????,0
404,"<user> i mean, it depends on the coffee and dose, but i'd say adderall costs just a little more than starbucks.",0
405,<user> about to pop an adderall just to find kanyes head,0
406,"adderall doesn't ruin lives. try and tell me i'm ""addicted"" to adderall as i hand you a handmade popsicle stick replica of the eiffel tower.",0
407,i remember when she had took those xanax and was drunk ??,0
408,"""i've been up all night, adderall and rockstar??????""",0
409,"""sorry i was fucked up, i was off <number> xanax bars and a bottle of henniep"" ???????? i'm weak",0
410,"just made some hydrocodone ,does it work for every time i got curved in the moment a guy talks bad about a girl all hell breaks loose.",0
411,<user> lmao nah it was an adderall i just don't know how many mg's it was,0
412,how can u debate me smoking newports when u do xanax and occasionally sniff blow? ??,0
413,coldplay reminds me of my biochem final and adderall,0
414,<user> more like hand me the xanax while you mix me a whiskey.,0
415,'i see ur <number> xanax and ill raise u my half a xanax' 'ill take ur half a xanax and my <number> xanax',0
416,ur wcw pops an adderall so she can actually hang w out falling asleep,0
417,"<user> ahh that makes sense actually cause when i did take dabs with cbd crystals on them, i didnt feel like i just snorted some adderall lol",0
418,i am so pissed off at this pure ignorant fool i gotta get the fuck off twitter early tonight. its up to the democrats? hahahahahahaha god whata dumb dotard <user> is hahahahahaha i'm goin insane! someone hand me a valium and  bong <allcaps>!,0
419,"been going through special hell the last couple weeks. first i thought it was from titrating too fast with <hashtag> gabapentin. then i thought it was kratom overdose. or both. now seems to have been from consuming <hashtag> kratom with empty stomach. seem to have it under control, doing better.",0
420,i took <number>mg of seroquel because i honestly need to get at least some sort of sleep.,0
421,"when you're on an adderall binge it's so hard to stop, cause the only thing that makes you feel better is more adderall",0
422,<user> i'm supposed to get more before the party but i have adderall ??,0
423,im down <number> xanax and i pray i wake up and forget,0
424,"<user> <user> needed valium as well as strongbow half time, terrible first half! <repeat> ?? fans booing them off must have sparked life. we said same thing today, same old, very sad. see you at derby wednesday, glutton for punishment me ?? xx",0
425,<user> been struggling with not jamming needless in my arms for a little over a decade. hearing what you guys struggle with literary made me want give getting off heroin a shot. so now the methadone is the next barrier lol. one step at a time i guess. so thanks for help,0
426,me- soda is so bad for u omg gross  <elong>also me - bitch i'm on <number> xanax,0
427,"<user> <user> definitely catch up mate, late kick off plenty of drinking and diazepam time ?? ????",0
428,where to buy <hashtag> hydrocodone online without prescription? -  /  / diseases-conditions.blurtit.com / <number> / where-to-buy-hydrocodone-online-without-prescription,0
429,<user> just hitting my first valium tablet now,0
430,why <allcaps> is <allcaps> this <allcaps> town <allcaps> so <allcaps> fucking <allcaps> shit <allcaps> for <allcaps> xanax <allcaps> fuck <allcaps> i need <allcaps> that <allcaps> shit <allcaps>,0
431,<user> look i will tell you xanax while i drank to pass the time,0
432,three <allcaps> to <allcaps> fo <allcaps> xanax <allcaps> im <allcaps> not <allcaps> going <allcaps> to <allcaps> sleep <allcaps> high <allcaps> top <allcaps> y<number> and <allcaps> they <allcaps> look <allcaps> like <allcaps> some <allcaps> cleats <allcaps>,0
433,pretty sure i keep losing my xanax more than i pop one.,0
434,"<user> captain morgan needs to worry about his last booty because flamingos aren't muscular in only one leg because eventually the muscle on which they're standing on gets tired, and they switch. <repeat> *this reply brought to you by <number> mics of lsd <allcaps><number> and some adderall* <smile>",0
435,i'm hungry for a adderall,0
436,adderall and preworkout. wow. <repeat>just wow,0
437,really just wanna post up tonight &amp; take some xanax or a strip,0
438,<user> i'll give u adderall ur fine just take drugs,0
439,xanax and codiene gon be the death of me. <repeat>,0
440,"benadryl, cymbalta, &amp; seroquel ill see if i can get some rest tonight",0
441,<user> <user> same. have you ever tried codeine with valium? fucking amazing.,0
442,xanax and weed for breakfast.,0
443,xanax &amp; weed  <elong>the end of me.,0
444,"i need a pack of cigarettes, a bonghit, xanax and a shot of heroin <hashtag> withdrawal",0
445,"<user> a good indica, some clonazepam, and lunesta does the trick",0
446,<hashtag> theblacklist send xanax stat!,0
447,methadone will forever be one of my favorites from the black market.,0
448,adderall beer and bud,0
449,nothing says prognosticating and relaxation like tripping on xanax bars,0
450,can see why the doc was telling me diazepam is addictive!,0
451,<user> oh god. i forgot about the bathroom. i may dig out some valium ??,0
452,didn't think i'd need adderall this early in the year.,0
453,this bitch really stole my suboxone prescription but she is on methadone ? <repeat> okay. makes sense. ??,0
454,<user> wowsers! when i can't sleep i just smash a xanax and watch family guy. you're an inspiration to us all.,0
455,i can't imagine what it's like to be addicted to something worse. i was only on xanax for like half a year. jesus. addiction is scary,0
456,"<number> i'll go ahead and answer this without a like. <repeat>whiskey, beer, gta <allcaps>. xanax, and bong rips.  <elong>not at all concurrently or in that order.",0
457,time to tone down the adderall.,0
458,no wonder i love adderall <hashtag> meth,0
459,"i have drank like abilify, zoloft, risperdal and trazodone and those are the most disturbing",0
460,popped a xanax yesterday forgot errythin ????,0
461,people don't talk to me for like <number> years them finals come around and they be mooching for adderall like foh,0
